inter-simulus interval,reponse time
6700,0
500,1416
524,700
418,633
151,666
585,466
443,616
361,533
512,700
410,483
306,466
450,483
526,433
342,650
278,466
587,666
269,483
177,550
585,983
130,550
120,566
193,616
362,683
237,600
552,566
436,583
214,500
418,633
547,633
170,466
589,966
158,450
519,633
591,533
572,466
436,533
483,516
354,483
444,483
549,383
193,433
477,700
229,416
534,1050
504,500
588,500
226,466
518,483
158,516
542,600
347,466
562,533
401,433
284,500
290,433
437,516
133,383
549,416
253,666
337,616
290,400
273,483
508,416
301,433
274,466
349,533
368,516
403,500
482,600
281,416
570,450
494,500
567,433
213,450
515,633
550,583
295,533
354,566
133,466
464,533
359,550
570,533
399,500
