inter-simulus interval,reponse time
3400,0
240,1016
355,783
322,466
330,600
320,583
467,-5000
568,450
271,500
466,483
522,650
294,500
380,433
180,700
336,483
158,566
470,533
419,383
487,416
144,400
195,650
492,433
334,416
207,450
446,416
357,366
152,433
256,500
354,383
586,450
219,433
274,483
243,383
348,350
383,400
305,333
269,400
587,366
558,383
267,400
415,483
384,400
585,383
132,400
219,616
228,550
145,550
200,466
276,433
151,350
487,500
280,350
407,400
322,366
418,366
261,433
548,500
576,566
417,400
529,400
439,1650
544,633
448,466
284,633
491,450
206,433
123,583
441,483
264,350
361,533
159,-5000
330,533
391,450
238,350
592,383
206,416
484,450
276,433
385,383
327,400
467,400
180,466
398,550
194,400
290,483
195,400
384,416
268,366
481,533
451,483
293,433
364,616
196,716
556,666
453,450
262,450
143,1433
477,1666
532,516
511,500
