inter-simulus interval,reponse time
2533,0
427,800
585,466
482,1000
397,416
294,416
596,616
352,550
558,2716
281,883
283,600
573,2850
549,916
298,816
520,616
437,750
596,650
174,733
214,983
347,833
434,700
292,1450
294,766
488,633
582,816
502,566
285,566
518,816
268,783
547,983
141,833
471,900
170,616
368,1150
529,683
346,650
197,766
497,716
202,800
224,983
164,733
339,783
328,500
587,750
345,1150
246,866
408,750
556,950
485,533
587,783
253,866
474,1016
251,866
174,1216
143,1183
356,883
333,1933
501,566
522,800
145,516
125,1566
292,1100
512,983
503,616
573,783
167,600
266,1433
266,666
164,566
485,1233
533,733
365,550
466,633
144,633
144,1133
593,1333
371,733
289,583
305,500
357,800
