inter-simulus interval,reponse time
7516,0
507,350
144,383
372,400
456,333
279,400
341,350
264,400
164,550
157,550
431,666
279,400
215,466
273,500
254,400
486,416
311,466
198,450
207,383
522,716
245,350
427,416
334,366
255,383
331,466
573,400
166,350
398,516
516,366
394,433
440,400
368,500
240,466
179,450
130,1066
500,416
555,350
201,333
357,983
261,616
190,483
515,483
391,400
558,583
375,433
594,400
441,583
470,500
469,400
551,416
399,416
164,400
321,416
286,400
441,383
466,316
424,400
426,400
421,400
401,483
120,516
549,1650
189,433
227,383
409,383
344,366
578,400
251,500
275,500
367,350
401,483
383,383
282,416
537,400
219,433
228,816
453,433
429,316
596,533
362,383
375,433
593,416
412,366
410,433
305,383
352,500
598,433
490,350
349,383
501,466
319,433
514,450
222,483
322,633
218,466
572,366
302,433
444,533
562,500
135,516
478,500
