inter-simulus interval,reponse time
3616,0
461,333
467,333
592,333
451,-5000
558,466
171,333
137,400
449,400
222,366
531,400
440,366
399,350
205,350
336,383
380,316
498,333
423,500
330,400
415,416
143,383
365,450
421,366
128,350
453,366
532,-5000
320,366
450,366
393,333
552,333
291,366
440,800
201,416
281,583
310,366
372,416
166,383
519,616
501,333
120,416
563,1166
466,350
299,550
357,333
220,400
371,383
595,400
199,333
524,500
455,533
127,466
309,516
447,400
160,366
569,1116
126,366
478,383
550,416
395,416
137,416
530,716
437,366
521,366
468,366
309,416
397,350
503,450
239,333
517,716
243,433
261,1166
185,416
307,400
225,366
150,366
144,416
407,450
134,383
428,700
513,350
595,483
455,366
197,383
515,416
456,383
238,416
275,516
177,383
547,383
551,-5000
