inter-simulus interval,reponse time
4666,0
311,416
285,450
473,400
485,333
440,316
346,333
514,300
494,333
398,316
380,300
498,300
146,-5000
517,500
453,400
575,400
134,366
365,383
413,300
237,333
326,383
122,333
511,416
504,366
299,316
381,366
254,333
170,366
463,350
372,300
150,350
380,350
179,316
561,316
598,300
560,333
263,333
320,533
516,383
420,350
150,383
304,583
437,333
469,333
393,333
389,350
241,350
278,416
556,333
301,366
394,550
319,333
423,1083
437,333
296,350
256,316
599,300
301,316
173,350
578,333
395,333
316,400
404,466
189,366
173,450
362,333
282,316
192,366
532,383
129,366
256,383
256,350
289,400
461,300
525,300
504,316
223,383
204,383
354,383
581,300
235,400
253,333
580,333
482,350
424,316
442,400
416,300
583,300
244,383
