inter-simulus interval,reponse time
8416,0
312,-1000
178,-1000
580,-1000
166,-1000
280,-1000
123,-1000
208,-1000
581,-1000
255,-1000
176,-1000
195,-1000
390,-1000
421,-1000
387,-1000
239,-1000
523,-1000
363,-1000
346,-1000
454,-1000
167,-1000
371,-1000
257,-1000
502,-1000
239,-1000
219,-1000
539,-1000
265,-1000
148,-1000
313,-1000
231,-1000
404,-1000
357,-1000
409,-1000
210,-1000
570,-1000
133,-1000
540,-1000
304,-1000
428,-1000
591,-1000
280,-1000
383,-1000
136,-1000
381,-1000
149,-1000
461,-1000
461,-1000
243,-1000
563,-1000
271,-1000
328,-1000
399,-1000
245,-1000
589,-1000
201,-1000
346,-1000
358,-1000
325,-1000
444,-1000
461,-1000
463,-1000
472,-1000
507,-1000
543,-1000
254,-1000
