inter-simulus interval,reponse time
6383,0
392,383
205,366
470,416
354,400
176,450
426,616
237,416
155,416
318,383
307,350
397,350
331,366
518,433
452,350
175,366
475,450
517,533
484,450
279,366
403,366
458,366
234,400
441,466
574,366
415,366
298,383
245,433
383,416
291,383
159,450
200,616
369,400
521,416
189,400
174,383
510,416
538,383
397,433
363,383
425,400
471,400
473,350
478,416
477,450
274,550
476,500
261,316
473,433
129,350
525,366
528,416
518,466
458,350
140,1183
519,483
224,416
297,383
355,-5000
274,450
426,450
123,416
120,650
213,500
238,400
527,350
234,400
240,383
381,400
466,383
134,366
483,483
575,383
389,416
305,533
357,383
521,383
546,400
256,383
508,550
568,350
197,416
145,450
128,516
357,416
287,366
239,450
490,400
351,383
224,400
566,400
216,400
543,450
