inter-simulus interval,reponse time
8433,0
517,-1000
256,-1000
274,-1000
308,-1000
385,-1000
502,-1000
521,-1000
562,-1000
253,-1000
312,-1000
165,-1000
552,-1000
340,-1000
539,-1000
439,-1000
239,-1000
234,-1000
568,-1000
267,-1000
417,-1000
431,-1000
161,-1000
157,-1000
388,-1000
336,-1000
277,-1000
174,-1000
239,-1000
371,-1000
226,-1000
318,-1000
548,-1000
254,-1000
397,-1000
239,-1000
475,-1000
369,-1000
132,-1000
494,-1000
570,-1000
309,-1000
557,-1000
246,-1000
460,-1000
530,-1000
201,-1000
453,-1000
207,-1000
164,-1000
384,-1000
374,-1000
294,-1000
551,-1000
451,-1000
592,-1000
170,-1000
514,-1000
323,-1000
285,-1000
395,-1000
391,-1000
319,-1000
204,-1000
