inter-simulus interval,reponse time
6883,0
537,383
574,383
256,383
281,500
121,400
389,700
139,583
379,550
212,366
158,450
585,383
452,333
265,416
206,433
242,416
288,383
146,366
206,516
175,350
523,383
549,400
137,400
525,450
186,383
215,800
140,416
206,383
198,400
182,383
412,416
165,416
160,433
402,600
140,383
287,383
474,333
378,383
247,383
301,316
494,383
157,366
553,666
460,-5000
124,483
326,983
269,366
242,450
402,333
505,333
131,383
189,516
378,1333
180,366
425,483
132,366
232,466
391,400
535,400
178,400
150,450
568,400
141,416
132,500
527,500
486,400
330,383
167,383
386,500
383,-5000
450,433
337,450
292,400
196,416
122,450
495,433
305,366
271,466
408,366
318,383
202,483
579,400
505,416
516,533
267,450
464,483
153,-5000
286,783
284,450
400,483
351,516
137,450
515,450
486,483
369,566
483,450
505,466
376,400
279,550
142,533
128,533
157,450
195,366
276,383
354,400
263,400
435,466
586,450
371,466
278,466
428,450
395,466
239,416
387,516
484,416
210,383
197,500
459,433
