inter-simulus interval,reponse time
9066,0
480,-1000
518,-1000
382,-1000
203,-1000
214,-1000
157,-1000
355,-1000
583,-1000
567,-1000
191,-1000
288,-1000
178,-1000
212,-1000
211,-1000
144,-1000
336,-1000
294,-1000
431,-1000
261,-1000
294,-1000
554,-1000
134,-1000
566,-1000
495,-1000
396,-1000
349,-1000
362,-1000
345,-1000
487,-1000
505,-1000
251,-1000
417,-1000
216,-1000
546,-1000
338,-1000
549,-1000
361,-1000
267,-1000
299,-1000
523,-1000
257,-1000
275,-1000
453,-1000
425,-1000
537,-1000
454,-1000
290,-1000
257,-1000
136,-1000
186,-1000
323,-1000
334,-1000
307,-1000
123,-1000
411,-1000
372,-1000
589,-1000
162,-1000
456,-1000
579,-1000
390,-1000
461,-1000
316,-1000
239,-1000
567,-1000
319,-1000
295,-1000
452,-1000
387,-1000
