inter-simulus interval,reponse time
6800,0
492,-5000
242,633
290,450
265,366
441,450
438,533
160,383
216,633
510,433
397,-5000
398,566
455,450
451,333
385,600
164,383
143,500
252,416
128,450
388,500
272,416
308,433
425,383
492,500
499,333
280,350
572,433
266,450
143,366
142,516
229,766
345,450
254,350
242,500
580,466
191,450
200,633
193,1666
182,416
297,466
597,383
187,383
527,366
578,316
372,300
358,483
149,483
155,766
551,500
129,350
518,-5000
385,683
220,516
525,350
434,350
346,350
134,466
379,400
585,383
535,333
345,450
346,616
196,500
521,750
166,416
306,483
248,-5000
153,483
291,450
590,400
484,300
292,566
190,416
321,500
556,500
133,433
165,550
328,666
366,533
432,433
483,466
394,450
123,566
303,516
474,-5000
238,500
514,566
236,450
587,566
577,416
211,383
534,500
429,383
570,600
207,383
481,633
353,550
