inter-simulus interval,reponse time
9466,0
165,-1000
480,-1000
382,-1000
502,-1000
440,-1000
400,-1000
537,-1000
306,-1000
516,-1000
319,-1000
504,-1000
497,-1000
372,-1000
253,-1000
293,-1000
525,-1000
204,-1000
568,-1000
355,-1000
534,-1000
233,-1000
152,-1000
459,-1000
507,-1000
556,-1000
430,-1000
454,-1000
229,-1000
599,-1000
504,-1000
229,-1000
577,-1000
163,-1000
441,-1000
556,-1000
285,-1000
467,-1000
517,-1000
551,-1000
541,-1000
591,-1000
386,-1000
438,-1000
320,-1000
297,-1000
138,-1000
425,-1000
597,-1000
561,-1000
588,-1000
138,-1000
186,-1000
568,-1000
501,-1000
517,-1000
447,-1000
413,-1000
349,-1000
259,-1000
377,-1000
413,-1000
213,-1000
492,-1000
435,-1000
386,-1000
193,-1000
199,-1000
