inter-simulus interval,reponse time
7883,0
517,366
236,350
349,483
270,583
500,583
316,350
596,433
497,466
199,683
410,683
398,466
509,483
133,433
392,1900
240,450
137,550
293,616
160,666
390,383
255,383
526,483
444,433
542,466
505,450
121,500
353,1466
259,383
199,533
408,466
122,366
260,600
500,-5000
257,466
145,683
475,550
548,500
148,550
542,533
142,366
212,516
385,466
223,366
296,366
343,433
126,500
287,500
257,416
363,500
306,-5000
424,533
412,533
430,550
450,483
412,433
159,783
372,766
302,416
369,400
259,533
128,-5000
254,-1000
318,850
559,583
139,533
553,416
428,466
320,516
141,616
188,483
187,566
440,633
248,516
205,366
516,433
288,466
252,583
277,566
569,483
434,366
345,566
590,416
505,416
375,416
239,466
527,483
286,400
366,566
268,400
394,583
306,550
454,650
352,466
255,2950
174,533
578,516
293,533
545,400
444,650
