inter-simulus interval,reponse time
9516,0
287,-1000
590,-1000
255,-1000
225,-1000
276,-1000
185,-1000
259,-1000
531,-1000
263,-1000
571,-1000
360,-1000
538,-1000
209,-1000
460,-1000
173,-1000
246,-1000
386,-1000
152,-1000
508,-1000
470,-1000
531,-1000
191,-1000
136,-1000
288,-1000
368,-1000
527,-1000
395,-1000
503,-1000
277,-1000
279,-1000
252,-1000
578,-1000
201,-1000
541,-1000
205,-1000
587,-1000
298,-1000
508,-1000
373,-1000
315,-1000
334,-1000
435,-1000
153,-1000
202,-1000
439,-1000
254,-1000
446,-1000
482,-1000
362,-1000
469,-1000
196,-1000
204,-1000
336,-1000
280,-1000
587,-1000
483,-1000
554,-1000
456,-1000
162,-1000
558,-1000
577,-1000
396,-1000
403,-1000
375,-1000
501,-1000
349,-1000
418,-1000
