inter-simulus interval,reponse time
8866,0
295,483
441,433
507,383
291,433
210,400
468,416
479,366
475,366
229,333
522,500
457,400
196,350
292,416
530,933
218,366
179,383
261,450
234,416
424,383
571,666
596,383
332,416
126,500
411,416
306,466
408,433
338,433
516,366
396,383
242,400
325,366
365,450
269,733
173,600
531,1466
507,383
124,383
482,616
540,366
339,400
548,400
549,416
299,383
522,400
393,383
411,383
409,683
153,433
505,533
174,383
537,416
523,366
476,700
210,400
276,566
245,416
511,450
230,416
191,433
170,1000
127,-5000
486,900
495,450
357,466
504,516
591,416
198,516
579,566
436,466
416,433
299,400
133,483
161,600
510,383
396,366
331,433
510,-5000
226,533
497,550
180,500
413,600
245,400
470,800
304,450
378,383
331,1050
199,1883
151,500
570,550
174,383
259,500
461,416
369,550
482,533
308,483
