inter-simulus interval,reponse time
2233,0
575,450
585,550
497,500
298,433
224,516
502,466
508,450
227,350
492,383
188,416
320,516
437,400
594,366
426,433
142,483
544,416
142,366
435,366
389,383
134,383
394,683
161,350
137,416
220,466
423,450
309,366
211,350
464,450
353,400
139,350
494,1200
511,383
123,400
374,466
298,366
234,366
139,350
585,750
492,400
427,433
342,383
231,333
324,366
285,283
198,316
239,516
180,450
586,333
225,450
319,450
553,400
261,300
285,466
338,366
391,416
313,500
338,383
266,-5000
174,816
546,600
430,400
336,366
280,366
266,416
441,416
475,450
330,466
120,400
141,400
595,533
442,466
283,466
481,600
123,483
226,883
522,433
165,450
135,433
274,550
337,366
193,483
370,483
446,350
411,416
515,383
137,400
502,533
393,766
269,433
162,400
512,483
230,333
345,483
