inter-simulus interval,reponse time
4583,0
537,-1000
199,-1000
330,-1000
422,-1000
579,-1000
142,-1000
154,-1000
248,-1000
334,-1000
120,-1000
491,-1000
319,-1000
491,-1000
130,-1000
158,-1000
161,-1000
364,-1000
209,-1000
394,-1000
370,-1000
352,-1000
510,-1000
223,-1000
483,-1000
341,-1000
351,-1000
285,-1000
170,-1000
216,-1000
324,-1000
439,-1000
593,-1000
361,-1000
148,-1000
383,-1000
355,-1000
318,-1000
381,-1000
513,-1000
368,-1000
135,-1000
250,-1000
191,-1000
374,-1000
425,-1000
221,-1000
152,-1000
292,-1000
467,-1000
281,-1000
296,-1000
337,-1000
381,-1000
376,-1000
224,-1000
588,-1000
587,-1000
459,-1000
470,-1000
574,-1000
373,-1000
535,-1000
379,-1000
502,-1000
578,-1000
310,-1000
169,-1000
322,-1000
429,-1000
556,-1000
