inter-simulus interval,reponse time
8116,0
480,500
391,416
531,416
259,433
162,550
389,583
596,450
593,466
449,450
359,466
124,483
561,2100
237,416
429,466
452,366
542,350
314,366
284,400
293,616
147,450
306,533
368,-5000
332,533
335,-5000
378,1233
223,433
278,1700
293,433
530,766
541,433
202,433
530,500
328,383
424,500
490,450
296,616
337,583
278,466
371,466
266,416
421,433
452,433
188,450
519,516
479,366
471,383
547,483
418,416
335,1166
392,550
235,350
382,800
287,483
423,383
169,383
592,1633
367,-5000
572,550
520,400
203,616
523,816
284,350
453,616
159,500
404,933
555,433
315,400
281,450
169,383
434,433
273,416
209,400
453,450
273,383
216,1600
594,566
184,2016
226,533
160,566
483,500
300,366
575,1066
470,400
466,683
142,850
170,-1000
423,-5000
444,466
450,2066
321,433
538,483
514,500
263,450
372,616
440,483
