inter-simulus interval,reponse time
7733,0
123,383
392,450
358,333
172,333
192,333
550,333
322,-5000
212,-5000
347,400
587,433
397,466
155,350
532,483
472,-5000
582,450
141,350
525,400
448,383
588,366
488,400
495,350
331,350
162,500
399,1583
388,350
269,316
303,350
387,383
492,366
349,350
364,350
303,333
267,316
248,350
507,383
587,366
430,-5000
331,1133
266,433
316,366
383,400
302,383
446,483
462,466
203,366
331,916
299,350
213,483
526,366
280,366
524,400
167,450
131,516
445,2150
336,400
499,-5000
361,483
210,366
586,450
539,433
425,500
416,366
245,450
369,300
162,433
287,450
433,416
576,416
177,716
156,583
266,450
427,366
429,483
512,700
354,350
399,433
525,466
329,466
168,433
186,416
338,650
324,483
278,366
131,483
279,450
338,450
248,583
409,333
279,333
589,400
259,566
295,450
208,566
232,583
284,583
584,483
418,-5000
381,416
464,450
447,400
485,666
563,500
402,500
188,566
206,566
292,433
328,483
527,-5000
515,616
310,-5000
