inter-simulus interval,reponse time
8183,0
286,-1000
150,-1000
137,-1000
346,-1000
123,-1000
471,-1000
536,-1000
271,-1000
175,-1000
502,-1000
479,-1000
596,-1000
166,-1000
189,-1000
237,-1000
146,-1000
584,-1000
572,-1000
284,-1000
393,-1000
345,-1000
544,-1000
234,-1000
224,-1000
590,-1000
269,-1000
561,-1000
357,-1000
554,-1000
346,-1000
411,-1000
513,-1000
268,-1000
276,-1000
270,-1000
287,-1000
149,-1000
506,-1000
462,-1000
204,-1000
275,-1000
463,-1000
589,-1000
165,-1000
427,-1000
596,-1000
301,-1000
164,-1000
316,-1000
403,-1000
366,-1000
395,-1000
435,-1000
339,-1000
151,-1000
511,-1000
454,-1000
320,-1000
365,-1000
515,-1000
153,-1000
197,-1000
171,-1000
536,-1000
430,-1000
168,-1000
540,-1000
591,-1000
296,-1000
188,-1000
426,-1000
220,-1000
563,-1000
