inter-simulus interval,reponse time
9783,0
353,433
521,416
214,383
237,500
399,366
518,400
233,416
240,550
493,333
320,400
337,416
356,383
172,583
143,500
159,400
233,383
290,333
595,366
300,433
511,516
412,383
228,316
128,416
424,383
226,316
445,383
165,366
413,383
122,333
482,450
591,383
142,-5000
242,400
433,400
542,350
525,450
505,450
206,500
270,350
234,400
509,350
152,400
323,383
237,483
217,383
153,366
578,600
524,366
394,433
428,350
408,383
283,483
574,433
586,450
562,383
417,-5000
567,383
422,933
429,466
389,450
381,483
376,400
371,833
450,383
337,483
378,300
364,350
290,416
329,383
546,400
571,433
593,333
244,700
562,416
120,500
231,883
390,466
506,383
272,550
332,516
252,-5000
577,516
402,366
556,483
390,416
218,400
309,466
523,400
443,383
504,400
287,416
316,466
318,483
238,383
381,316
