inter-simulus interval,reponse time
4566,0
540,-1000
388,-1000
444,-1000
273,-1000
532,-1000
518,-1000
294,-1000
417,-1000
341,-1000
354,-1000
460,-1000
566,-1000
214,-1000
495,-1000
581,-1000
243,-1000
175,-1000
462,-1000
524,-1000
590,-1000
261,-1000
186,-1000
171,-1000
411,-1000
231,-1000
371,-1000
478,-1000
586,-1000
583,-1000
484,-1000
205,-1000
428,-1000
120,-1000
306,-1000
165,-1000
494,-1000
486,-1000
429,-1000
329,-1000
149,-1000
130,-1000
295,-1000
404,-1000
432,-1000
516,-1000
264,-1000
426,-1000
332,-1000
264,-1000
516,-1000
524,-1000
385,-1000
448,-1000
596,-1000
577,-1000
526,-1000
589,-1000
550,-1000
