inter-simulus interval,reponse time
2766,0
455,933
330,316
227,333
569,500
511,350
187,383
484,433
279,300
485,333
276,383
233,283
222,366
473,516
518,450
503,-5000
185,383
289,383
387,-5000
347,-5000
357,416
170,350
433,400
428,-5000
379,-5000
429,483
143,-5000
549,-5000
300,566
472,400
180,383
162,516
362,533
271,400
166,383
197,466
471,433
152,316
202,483
597,350
267,316
280,416
458,400
156,366
204,500
560,366
410,400
403,-5000
448,416
500,466
473,433
287,400
136,516
158,483
459,350
145,466
256,416
539,400
379,-5000
285,466
481,383
270,383
515,516
280,400
595,450
550,-5000
481,-5000
390,350
322,366
362,433
379,500
475,383
342,400
332,300
598,366
333,433
398,383
513,-5000
386,366
179,416
211,500
463,466
328,366
509,450
362,316
329,483
320,516
473,583
452,400
132,516
154,616
575,466
523,433
501,716
184,-5000
168,416
228,350
351,383
499,383
453,333
490,383
219,316
563,416
150,350
373,416
208,333
429,383
504,366
134,366
219,466
157,333
282,416
124,333
143,483
226,383
394,383
