inter-simulus interval,reponse time
8266,0
346,400
451,516
351,433
514,483
408,450
197,466
587,500
592,466
547,466
323,416
576,533
406,450
389,516
418,466
377,550
185,516
267,566
144,433
121,1000
436,450
161,466
555,466
398,400
191,466
502,550
461,400
189,433
422,600
305,383
249,433
449,533
250,516
274,350
152,450
185,566
532,400
262,450
508,-5000
134,850
345,450
499,616
517,400
587,650
141,716
400,566
486,383
335,633
187,-5000
419,550
239,433
447,616
180,400
536,450
362,466
456,650
439,583
484,550
277,566
240,483
259,716
364,400
443,583
152,466
120,1183
273,483
399,550
452,466
517,500
424,350
312,466
445,466
415,700
150,650
579,883
286,416
541,550
177,466
344,550
332,583
408,400
399,466
483,516
536,433
375,400
227,633
306,433
316,666
381,500
321,383
503,450
