inter-simulus interval,reponse time
2966,0
419,400
126,533
157,616
342,483
453,416
537,516
126,450
250,516
139,783
424,500
572,433
148,466
125,600
450,550
432,466
325,400
191,516
204,483
298,433
365,450
484,366
400,583
390,583
522,433
596,566
391,600
274,533
410,716
125,683
170,616
503,1066
342,366
456,583
341,500
161,700
598,550
184,600
314,600
445,550
394,450
380,533
225,483
487,416
582,450
381,450
305,550
287,550
153,633
133,550
508,416
530,633
266,583
482,400
516,600
175,466
552,633
367,466
445,433
589,450
469,666
342,450
349,450
430,716
187,766
370,500
396,550
276,583
136,466
228,416
250,650
587,500
345,433
384,400
587,466
497,450
467,183
433,333
354,416
452,500
304,483
167,633
498,900
466,400
341,450
249,550
570,516
416,450
169,366
540,550
378,366
378,483
412,566
552,666
192,566
415,500
431,466
417,483
120,500
353,1466
120,-5000
524,800
