inter-simulus interval,reponse time
9216,0
396,516
334,416
270,416
525,333
570,383
488,366
256,433
385,466
392,450
345,466
408,416
481,433
123,400
441,616
419,450
212,583
506,650
404,416
527,383
510,483
598,483
502,583
436,516
281,450
298,466
520,466
396,-5000
593,1183
404,483
350,433
235,1383
590,616
593,516
249,-5000
168,633
537,1816
160,516
131,666
322,516
498,450
367,533
271,550
461,-5000
564,516
303,500
318,550
526,583
312,466
157,516
521,800
461,600
291,500
567,500
124,483
414,516
512,483
507,450
262,566
534,483
267,400
419,500
593,433
583,433
180,516
390,550
552,433
497,450
499,583
322,716
571,633
158,600
427,716
157,533
364,1900
424,750
413,550
218,466
309,550
508,533
430,416
421,566
161,466
183,716
592,500
147,1966
502,600
529,483
364,350
224,400
396,416
